Date,Open,High,Low,Close,Adj Close,Volume
2022-09-29,41.294369,42.288029,40.804062,42.263939,42.263939,64892924
2022-09-30,42.264214,42.783604,41.619087,41.923428,41.923428,66485119
2022-10-01,41.923714,42.443832,41.738503,41.786884,41.786884,50601579
2022-10-02,41.787792,41.940002,39.844452,39.917999,39.917999,57208107
2022-10-03,39.913864,41.302197,39.631683,41.290611,41.290611,63158451
2022-10-04,41.287788,42.702820,41.130310,42.339638,42.339638,59040077
2022-10-05,42.337669,42.583031,41.382378,42.135880,42.135880,74077188
2022-10-06,42.136322,42.749313,42.048691,42.114262,42.114262,63683330
2022-10-07,42.112831,42.396786,41.425877,42.289547,42.289547,55724578
2022-10-08,42.286259,42.858131,41.959103,42.316208,42.316208,53744027
2022-10-09,42.316086,43.092854,42.233055,42.954693,42.954693,52863460
2022-10-10,42.956631,43.439507,42.001209,42.001209,42.001209,61569886
2022-10-11,42.012268,42.012268,40.750908,41.238892,41.238892,63931806
2022-10-12,41.242386,42.387547,41.232658,41.797470,41.797470,58903086
2022-10-13,41.791843,41.795097,38.529308,40.414898,40.414898,80232186
2022-10-14,40.412556,41.615391,39.790817,40.206726,40.206726,62815187
2022-10-15,40.205727,41.108074,40.085354,40.523846,40.523846,57294300
2022-10-16,40.521091,42.067501,40.519260,41.778988,41.778988,56720797
2022-10-17,41.776352,41.832809,41.034870,41.522587,41.522587,59460736
2022-10-18,41.520729,41.742065,40.242352,40.722034,40.722034,59352037
2022-10-19,40.724262,40.833652,39.676311,39.720448,39.720448,60396708
2022-10-20,39.718025,40.621033,39.421188,39.749962,39.749962,48927686
2022-10-21,39.747547,40.862053,38.832981,40.620937,40.620937,64054060
2022-10-22,40.621662,41.145927,40.145775,40.825829,40.825829,60133576
2022-10-23,40.830227,41.830372,40.115932,41.687363,41.687363,66090370
2022-10-24,41.697906,41.870686,39.878288,40.126072,40.126072,71536703
2022-10-25,40.117840,41.886723,39.789810,41.409409,41.409409,82251709
2022-10-26,41.404964,42.645702,41.200596,42.092045,42.092045,84933079
2022-10-27,42.088848,43.384663,41.314598,41.409679,41.409679,81748207
2022-10-28,41.408978,42.558723,41.204536,42.458885,42.458885,74132325
2022-10-29,42.464336,43.920704,42.449677,42.911564,42.911564,82782005
2022-10-30,42.911034,43.575294,41.627285,41.989742,41.989742,71403456
2022-10-31,41.985573,42.659698,41.442127,41.927734,41.927734,76960042
2022-11-01,41.921192,42.347126,41.142929,41.142929,41.142929,71696859
2022-11-02,41.140324,41.852673,40.099724,40.827782,40.827782,83189443
2022-11-03,40.833035,42.654514,40.797009,41.823441,41.823441,67193249
2022-11-04,41.818184,45.005367,41.756859,44.561283,44.561283,90695210
2022-11-05,44.560135,45.993374,44.560135,45.459808,45.459808,87983574
2022-11-06,45.458527,45.951717,43.615997,43.710430,43.710430,72589242
2022-11-07,43.697475,47.232651,43.482014,45.803604,45.803604,118770792
2022-11-08,45.800125,46.899052,36.521084,38.303257,38.303257,137364580
2022-11-09,38.312664,38.428284,31.392250,32.255814,32.255814,106120029
2022-11-10,32.258434,37.105606,31.922010,36.868069,36.868069,91806729
2022-11-11,36.863720,37.479012,34.844620,35.779015,35.779015,64290555
2022-11-12,35.780800,35.809288,33.602661,33.782093,33.782093,53448094
2022-11-13,33.792431,34.665455,32.973698,33.503677,33.503677,51033946
2022-11-14,33.498684,34.525219,31.767248,34.371254,34.371254,64388098
2022-11-15,34.374462,35.092560,33.944057,34.298397,34.298397,60140666
2022-11-16,34.295357,34.474754,33.143532,33.824032,33.824032,61931988
2022-11-17,33.824387,34.017715,33.147198,33.752338,33.752338,47667218
2022-11-18,33.750793,34.584137,33.478138,34.511524,34.511524,50911809
2022-11-19,34.510216,35.853043,34.047447,35.566395,35.566395,48028430
2022-11-20,35.568058,35.889530,34.528141,34.591164,34.591164,53280138
2022-11-21,34.592560,34.963276,33.838528,34.489498,34.489498,55933852
2022-11-22,34.481022,37.308632,34.347298,37.232353,37.232353,65460556
2022-11-23,37.234192,43.589783,36.902027,43.282177,43.282177,144101443
2022-11-24,43.278099,43.286015,41.548836,42.057560,42.057560,86265395
2022-11-25,42.054157,42.199829,40.396381,40.495117,40.495117,63426806
2022-11-26,40.498177,42.136070,40.488129,41.042610,41.042610,62724253
2022-11-27,41.042484,42.033096,40.668877,40.686340,40.686340,57423688
2022-11-28,40.678738,40.864792,38.908112,39.977814,39.977814,64980569
2022-11-29,39.976631,43.373737,39.703964,43.215721,43.215721,86663885
2022-11-30,43.216553,44.554886,42.106045,43.243919,43.243919,80704589
2022-12-01,43.241299,46.264683,42.788528,45.469654,45.469654,89484999
2022-12-02,45.472969,46.217312,44.491798,45.697308,45.697308,71128161
2022-12-03,45.704819,46.248451,44.806721,45.051262,45.051262,65946245
2022-12-04,45.049377,45.516800,44.261082,44.831944,44.831944,57724923
2022-12-05,44.822838,47.880199,44.686451,47.024574,47.024574,92022367
2022-12-06,47.023251,47.895905,45.565823,46.311729,46.311729,74476144
2022-12-07,46.312187,47.601582,43.963909,44.104523,44.104523,93922633
2022-12-08,44.105801,45.271980,43.586159,45.198704,45.198704,76213126
2022-12-09,45.193977,47.288914,44.669609,46.616158,46.616158,83822604
2022-12-10,46.618076,47.859718,46.347504,46.557125,46.557125,67245699
2022-12-11,46.561577,47.645622,46.529045,46.668198,46.668198,62251889
2022-12-12,46.667793,49.205177,44.937962,48.864456,48.864456,108848299
2022-12-13,48.859364,49.811573,47.279270,48.255100,48.255100,101144867
2022-12-14,48.258015,49.783764,48.192211,48.843586,48.843586,82020981
2022-12-15,48.836025,48.942894,46.431816,46.545994,46.545994,74286853
2022-12-16,46.546185,47.127605,42.935913,43.348644,43.348644,78084927
2022-12-17,43.351971,43.724354,41.658794,43.151459,43.151459,69717147
2022-12-18,43.153660,43.285042,42.318050,42.533260,42.533260,52751212
2022-12-19,42.535973,43.405804,40.993191,41.307976,41.307976,55862547
2022-12-20,41.307762,42.958389,41.130901,42.202942,42.202942,59688954
2022-12-21,42.199524,43.097397,41.518520,42.519855,42.519855,60325726
2022-12-22,42.525677,43.295567,41.549213,42.741825,42.741825,66993686
2022-12-23,42.741642,43.368240,42.638840,43.287075,43.287075,56570677
2022-12-24,43.286579,44.159943,43.115154,43.851974,43.851974,45913050
2022-12-25,43.852180,44.549690,43.751236,44.545280,44.545280,72628009
2022-12-26,44.537441,45.597462,44.278435,44.893410,44.893410,71038672
2022-12-27,44.901199,45.435833,43.626312,44.077549,44.077549,66935375
2022-12-28,44.079876,44.136730,42.642326,42.958439,42.958439,70086233
2022-12-29,42.958054,43.566174,42.052219,42.598682,42.598682,60278729
2022-12-30,42.596054,42.626450,41.505627,41.982780,41.982780,69834246
2022-12-31,41.979671,43.154678,41.730961,42.015858,42.015858,57472489
2023-01-01,42.014309,42.307411,41.308167,42.209698,42.209698,53897888
2023-01-02,42.210323,43.916393,41.666073,43.596020,43.596020,72125135
2023-01-03,43.589905,43.878448,42.368019,42.890972,42.890972,68951719
2023-01-04,42.890144,46.290558,42.759190,45.799442,45.799442,72210862
2023-01-05,45.802841,46.074085,44.855701,44.895386,44.895386,63070711
2023-01-06,44.895580,46.013943,44.131931,45.926983,45.926983,72444346
2023-01-07,45.909908,46.893845,45.860893,46.356068,46.356068,62719638
2023-01-08,46.356060,47.835213,45.805908,47.716839,47.716839,67009401
2023-01-09,47.718391,50.321297,47.718391,48.939636,48.939636,95930507
2023-01-10,48.943977,49.525642,47.813251,48.366943,48.366943,77674713
2023-01-11,48.366554,49.061584,46.756435,49.053459,49.053459,88214666
2023-01-12,49.385830,49.834435,47.368839,49.356487,49.356487,108521411
2023-01-13,49.356281,52.204205,48.744888,51.556458,51.556458,104343748
2023-01-14,51.531197,54.047081,50.679722,51.570457,51.570457,117971492
2023-01-15,51.578136,52.243690,50.007290,51.695007,51.695007,95694026
2023-01-16,51.694847,52.792709,48.616516,49.224968,49.224968,101185236
2023-01-17,49.225780,50.128353,48.667561,49.349922,49.349922,88960731
2023-01-18,49.351711,49.988163,46.478580,46.948517,46.948517,92537869
2023-01-19,46.940510,49.046436,46.881618,49.043903,49.043903,76417971
2023-01-20,49.041035,51.877087,48.959045,51.850067,51.850067,90054980
2023-01-21,51.852894,53.582535,51.285763,52.475559,52.475559,98611412
2023-01-22,52.467667,53.130798,50.685242,51.481594,51.481594,85422402
2023-01-23,51.476044,53.824234,51.398636,52.013554,52.013554,90241446
2023-01-24,51.998192,52.852623,48.768124,48.956284,48.956284,86701924
2023-01-25,48.967442,51.754543,48.568481,50.570541,50.570541,82158343
2023-01-26,50.556087,51.099815,49.751999,50.848618,50.848618,80812282
2023-01-27,50.848415,52.117512,49.923038,51.642872,51.642872,86485059
2023-01-28,51.646828,52.063465,50.282837,50.670609,50.670609,70107171
2023-01-29,50.670483,57.888840,50.537422,56.811436,56.811436,178800290
2023-01-30,56.812576,60.228382,55.640186,59.329937,59.329937,171579197
2023-01-31,59.319904,62.220581,58.910896,60.144844,60.144844,140238090
2023-02-01,60.129154,63.475868,58.534218,62.969872,62.969872,119397685
2023-02-02,62.964455,63.779640,60.863510,61.382420,61.382420,101373543
2023-02-03,61.378803,64.242714,61.125885,62.866272,62.866272,115535106
2023-02-04,62.865887,63.199043,61.367653,61.494900,61.494900,77799219
2023-02-05,61.498058,61.580528,58.495773,59.516270,59.516270,93226035
2023-02-06,59.516998,63.989254,59.381821,61.888912,61.888912,127703823
2023-02-07,61.879871,65.825989,61.844646,65.768379,65.768379,130009836
2023-02-08,65.764053,66.443672,62.835342,63.874538,63.874538,110787539
2023-02-09,63.885067,64.493576,56.378979,57.239037,57.239037,139277234
2023-02-10,57.247032,58.614323,57.121414,57.851318,57.851318,107637885
2023-02-11,57.848377,62.578186,57.792057,62.169731,62.169731,111912504
2023-02-12,62.158901,63.271954,61.116795,62.369949,62.369949,100161499
2023-02-13,62.382202,64.092735,61.004375,63.199409,63.199409,152747651
2023-02-14,63.195450,69.138306,62.231117,68.114578,68.114578,157224635
2023-02-15,68.134613,73.579529,67.794472,73.353043,73.353043,159461427
2023-02-16,73.354576,76.896576,72.271561,73.247704,73.247704,171393350
2023-02-17,73.271362,74.846718,71.269531,73.077049,73.077049,141699115
2023-02-18,73.100677,75.335907,72.009895,72.156448,72.156448,114044301
2023-02-19,72.159088,73.173569,70.464516,70.464516,70.464516,118981000
2023-02-20,70.503731,74.088631,70.503731,72.234161,72.234161,129089358
2023-02-21,72.242493,72.894592,69.310036,70.415894,70.415894,117063089
2023-02-22,70.431282,73.518410,68.607132,73.415665,73.415665,125559319
2023-02-23,73.414551,73.856003,70.507538,70.964104,70.964104,102584675
2023-02-24,70.966820,71.258179,68.181473,70.114716,70.114716,117269430
2023-02-25,70.119392,70.424049,67.389191,69.397308,69.397308,93325097
2023-02-26,69.394119,74.433891,69.118782,74.121536,74.121536,106087138
2023-02-27,74.125076,74.652618,72.236710,74.212784,74.212784,123404097
2023-02-28,74.216545,74.413612,71.389503,71.634644,71.634644,106172795
2023-03-01,71.636482,74.047012,71.422508,74.011452,74.011452,102481844
2023-03-02,74.012650,74.314796,71.117439,72.297165,72.297165,97514790
2023-03-03,72.312965,72.373245,67.191429,69.218407,69.218407,124417117
2023-03-04,69.228783,69.826012,65.906410,67.312370,67.312370,92908794
2023-03-05,67.325745,68.701309,64.738495,65.216576,65.216576,94104620
2023-03-06,65.223442,65.722778,61.590679,62.448681,62.448681,130229924
2023-03-07,62.446754,63.318291,60.644897,62.013840,62.013840,101603120
2023-03-08,62.013271,62.350746,58.058304,58.264561,58.264561,102770262
2023-03-09,58.268650,60.210297,53.672001,54.703678,54.703678,112071129
2023-03-10,54.714672,54.739479,47.699394,50.172600,50.172600,152232559
2023-03-11,50.166061,51.413654,44.541496,46.646614,46.646614,147796392
2023-03-12,46.655952,53.753792,45.985249,53.440811,53.440811,117463300
2023-03-13,53.460724,57.460636,51.546249,56.450237,56.450237,152044759
2023-03-14,56.454021,60.486149,54.690964,58.502220,58.502220,136910476
2023-03-15,58.514641,59.499569,51.188828,52.064053,52.064053,127116081
2023-03-16,52.058613,53.588718,51.852360,53.096409,53.096409,97456893
2023-03-17,53.096176,58.301758,52.562302,58.301758,58.301758,107481672
2023-03-18,58.299866,60.141121,55.746521,55.794907,55.794907,104517781
2023-03-19,55.797897,58.611374,55.518925,57.750362,57.750362,89038900
2023-03-20,57.742290,58.906921,55.705887,55.818287,55.818287,117959494
2023-03-21,55.828255,58.708019,54.390018,58.703648,58.703648,101838183
2023-03-22,58.694622,58.985844,54.256371,58.897964,58.897964,114387631
2023-03-23,58.905521,64.002235,56.091248,63.601837,63.601837,183088555
2023-03-24,63.607304,64.526093,60.018715,61.673565,61.673565,130837189
2023-03-25,61.682682,62.087402,57.739868,58.290466,58.290466,98475904
2023-03-26,58.297398,60.289070,57.717430,59.260872,59.260872,92051754
2023-03-27,59.261837,59.269169,54.962021,56.107014,56.107014,100961279
2023-03-28,56.107670,56.699966,54.829079,56.500492,56.500492,79909600
2023-03-29,56.497047,58.771404,56.486652,58.190289,58.190289,87078997
2023-03-30,58.190613,58.949051,55.385006,56.469761,56.469761,88904952
2023-03-31,56.478352,58.591621,55.676968,58.442814,58.442814,80469498
2023-04-01,58.448643,59.978188,58.309868,58.538757,58.538757,78184412
2023-04-02,58.760601,59.276276,56.222946,57.094765,57.094765,88927921
2023-04-03,57.096699,58.854599,55.650558,57.864033,57.864033,87010465
2023-04-04,57.863888,58.082123,56.720211,57.663887,57.663887,83522757
2023-04-05,57.662376,58.938087,56.868576,57.681961,57.681961,85411072
2023-04-06,57.686775,57.735554,56.044056,56.548031,56.548031,73021897
2023-04-07,56.556393,56.702450,55.546501,56.069748,56.069748,72655539
2023-04-08,56.065323,56.438637,55.408703,55.627361,55.627361,67766315
2023-04-09,55.630028,56.137081,54.670460,55.781338,55.781338,71869633
2023-04-10,55.786922,57.746090,55.214314,57.648907,57.648907,81558403
2023-04-11,57.655708,58.312733,56.935856,57.037735,57.037735,87433122
2023-04-12,57.030697,57.133347,54.725285,55.958656,55.958656,78762266
2023-04-13,55.897144,57.657780,55.562504,57.286144,57.286144,81164952
2023-04-14,57.294796,60.044525,56.932404,60.007286,60.007286,98678988
2023-04-15,60.006084,60.567432,58.962437,59.756329,59.756329,90249101
2023-04-16,59.750389,61.882866,58.592640,61.049778,61.049778,100103271
2023-04-17,61.037479,61.047218,58.170238,58.456722,58.456722,91286709
2023-04-18,58.463184,60.291603,57.953312,59.766537,59.766537,87694163
2023-04-19,59.753529,59.753529,52.735302,53.097046,53.097046,109631606
2023-04-20,53.092522,53.497631,51.117428,51.672520,51.672520,91714169
2023-04-21,51.672989,52.153702,48.379814,48.910046,48.910046,77530635
2023-04-22,48.908791,50.383167,48.663719,50.250835,50.250835,69619946
2023-04-23,50.254532,51.026222,49.257496,50.197781,50.197781,68143431
2023-04-24,50.197880,50.964840,49.020279,50.159874,50.159874,67037086
2023-04-25,50.155235,51.608948,49.257851,51.571289,51.571289,75790112
2023-04-26,51.584435,53.359135,48.107677,49.791740,49.791740,93787418
2023-04-27,49.797607,51.273010,49.311279,50.673061,50.673061,82138403
2023-04-28,50.667007,50.704212,49.520958,50.062759,50.062759,68622668
2023-04-29,50.060062,51.418240,49.900726,51.080471,51.080471,60307148
2023-04-30,51.079582,51.093025,49.617283,49.822598,49.822598,65636275
2023-05-01,49.815502,49.938259,47.967651,48.301731,48.301731,71515848
2023-05-02,48.303993,48.825161,47.725189,48.638889,48.638889,63587662
2023-05-03,48.634892,49.448303,47.103172,49.275917,49.275917,64261550
2023-05-04,49.281487,49.359009,48.450462,48.704102,48.704102,53016297
2023-05-05,48.706196,49.359272,48.262142,48.792210,48.792210,67046446
2023-05-06,48.792725,48.960709,45.299416,45.518852,45.518852,74665294
2023-05-07,45.517406,46.254528,45.517406,45.611252,45.611252,52387199
2023-05-08,45.604382,45.852711,41.088619,41.773720,41.773720,78776669
2023-05-09,41.773251,42.067085,40.432827,42.066345,42.066345,64295333
2023-05-10,42.062149,43.850830,41.222782,43.094284,43.094284,72439876
2023-05-11,43.097874,43.101974,39.983772,40.846062,40.846062,62770502
2023-05-12,40.841515,40.895802,38.994324,40.890614,40.890614,62680014
2023-05-13,40.890347,40.899364,40.143387,40.703205,40.703205,52863054
2023-05-14,40.704288,41.829914,40.275433,41.233673,41.233673,50740732
2023-05-15,41.237591,42.701229,40.537193,42.078697,42.078697,56789961
2023-05-16,42.084198,43.499142,41.630829,43.230389,43.230389,57026695
2023-05-17,43.233822,45.351997,43.106125,44.372932,44.372932,77810260
2023-05-18,44.364319,44.479385,42.643532,43.228100,43.228100,57452559
2023-05-19,43.225586,44.862797,43.218788,44.556526,44.556526,50538998
2023-05-20,44.557285,44.557285,43.845982,44.359337,44.359337,51674563
2023-05-21,44.357311,44.362083,43.267937,43.965820,43.965820,49439121
2023-05-22,43.958111,44.168602,43.145710,43.524830,43.524830,48697749
2023-05-23,43.503242,44.503521,43.217522,43.418934,43.418934,47451014
2023-05-24,43.422436,43.427841,40.463287,41.146385,41.146385,59892987
2023-05-25,41.140545,41.523903,40.063187,40.995678,40.995678,51486737
2023-05-26,40.995426,42.262802,40.878746,41.960091,41.960091,53517448
2023-05-27,41.957645,42.431213,41.799385,42.266701,42.266701,46824972
2023-05-28,42.265442,44.206085,42.162266,43.901005,43.901005,54585312
2023-05-29,43.903614,44.110954,42.959030,43.257248,43.257248,54447877
2023-05-30,43.264057,44.084091,42.979862,43.862541,43.862541,48880726
2023-05-31,43.863503,44.270775,41.602512,41.865772,41.865772,59012888
2023-06-01,41.864269,42.274769,41.047230,41.873001,41.873001,56703263
2023-06-02,41.874092,42.878132,41.559856,42.726665,42.726665,52836782
2023-06-03,42.728077,43.364918,42.312428,42.630535,42.630535,48672187
2023-06-04,42.631157,43.471905,42.342823,42.634834,42.634834,48808783
2023-06-05,42.634941,42.705532,38.653667,39.175293,39.175293,69298977
2023-06-06,39.175423,40.235088,38.047539,40.094734,40.094734,57238372
2023-06-07,40.094498,40.102081,38.113014,38.488670,38.488670,55462196
2023-06-08,38.486301,39.206921,37.749329,38.794861,38.794861,50386665
2023-06-09,38.795658,39.226376,38.238953,38.431023,38.431023,48639533
2023-06-10,38.434185,38.455135,28.590530,29.901291,29.901291,121834785
2023-06-11,29.900530,30.009809,28.835970,29.171762,29.171762,33614607
2023-06-12,29.171707,29.439508,28.341440,29.164909,29.164909,30723107
2023-06-13,29.162785,29.711475,28.752115,29.711172,29.711172,30618022
2023-06-14,29.711143,30.396463,28.330252,29.030237,29.030237,31566368
2023-06-15,29.030771,29.880045,28.920351,29.645132,29.645132,28570262
2023-06-16,29.645311,30.984550,29.476713,30.643921,30.643921,30676948
2023-06-17,30.644529,31.419336,30.500872,31.183910,31.183910,23249315
2023-06-18,31.182224,31.214767,30.115871,30.182980,30.182980,18389228
2023-06-19,30.186279,31.059393,30.084570,30.832491,30.832491,21207991
2023-06-20,30.833603,32.974770,30.780010,32.792847,32.792847,46669666
2023-06-21,32.790356,34.284691,32.674000,33.503231,33.503231,49568183
2023-06-22,33.498623,34.529537,32.917934,32.953381,32.953381,40225220
2023-06-23,32.953781,35.472939,32.874931,34.718655,34.718655,49287231
2023-06-24,34.719585,35.684166,34.254169,35.125397,35.125397,37026415
2023-06-25,35.125908,36.826145,34.954872,35.423939,35.423939,38082008
2023-06-26,35.424026,36.975124,34.503090,36.097012,36.097012,54271483
2023-06-27,36.096836,36.969456,35.352833,36.101093,36.101093,52323088
2023-06-28,36.103405,36.103710,33.562225,33.862488,33.862488,32400057
2023-06-29,33.862198,34.630482,33.694317,34.245098,34.245098,26999931
2023-06-30,34.240604,38.816696,34.088104,37.707809,37.707809,116333328
2023-07-01,37.708553,39.132820,37.618706,38.055382,38.055382,80900182
2023-07-02,38.058388,38.321735,36.952908,38.235371,38.235371,68581612
2023-07-03,38.229706,38.377522,37.344460,37.605236,37.605236,69136219
2023-07-04,37.603451,38.112305,36.169132,36.315815,36.315815,63180939
2023-07-05,36.316261,36.605911,34.675575,35.075760,35.075760,67339370
2023-07-06,35.069111,36.031631,33.657166,33.657166,33.657166,64225105
2023-07-07,33.655258,34.088951,33.412575,33.931808,33.931808,52433705
2023-07-08,33.933895,34.135376,33.043365,33.666958,33.666958,50796090
2023-07-09,33.667198,33.839924,33.315865,33.428047,33.428047,41313072
2023-07-10,33.428329,34.155312,32.624924,33.597252,33.597252,52540997
2023-07-11,33.599007,33.784904,33.138783,33.487339,33.487339,48796124
2023-07-12,33.487167,33.897888,33.170677,33.442570,33.442570,38214141
2023-07-13,33.442604,36.116203,33.032162,35.993271,35.993271,69587842
2023-07-14,35.996555,36.439758,33.295063,34.246685,34.246685,58673405
2023-07-15,34.252510,34.776463,33.814728,33.984287,33.984287,52531526
2023-07-16,33.980961,34.105362,32.698246,32.750156,32.750156,30321025
2023-07-17,32.752487,33.476082,32.506710,33.061161,33.061161,34146884
2023-07-18,33.060589,33.607609,31.766420,32.112827,32.112827,35274213
2023-07-19,32.115952,32.744522,32.058910,32.172352,32.172352,36027681
2023-07-20,32.173573,32.638634,32.058910,32.594322,32.594322,41314130
2023-07-21,32.591957,33.136150,32.403557,33.079712,33.079712,26925249
2023-07-22,33.080860,33.615463,32.476360,32.601265,32.601265,25247182
2023-07-23,32.601250,33.913094,32.546852,33.671501,33.671501,59152800
2023-07-24,33.670456,33.785141,31.846273,32.028088,32.028088,32017033
2023-07-25,32.028248,32.074326,31.252144,31.433920,31.433920,24052014
2023-07-26,31.431223,31.925476,30.899685,31.636168,31.636168,26868971
2023-07-27,31.636759,31.962704,31.414028,31.815023,31.815023,24422563
2023-07-28,31.814331,32.546227,31.678452,32.288349,32.288349,23618273
2023-07-29,32.284016,32.580963,32.201523,32.573311,32.573311,19049452
2023-07-30,32.572357,32.670155,31.441696,32.133888,32.133888,52052703
2023-07-31,32.134159,32.322945,31.429707,31.670227,31.670227,20495475
2023-08-01,31.670309,31.766348,30.773119,31.766348,31.766348,32021968
2023-08-02,31.765903,32.224434,31.509642,31.932131,31.932131,60451237
2023-08-03,31.933643,32.123695,31.358366,31.361593,31.361593,53602567
2023-08-04,31.359568,31.426594,30.693052,30.821457,30.821457,26129630
2023-08-05,30.824474,30.985132,30.451220,30.920326,30.920326,43023213
2023-08-06,30.919279,32.773155,30.851551,32.446529,32.446529,52594391
2023-08-07,32.448204,33.387012,31.945745,32.456139,32.456139,66438934
2023-08-08,32.460293,33.271038,32.278038,32.925213,32.925213,57761430
2023-08-09,32.925594,33.288597,32.672699,32.844437,32.844437,53961151
2023-08-10,32.843445,32.961407,32.296276,32.347794,32.347794,48835246
2023-08-11,32.348362,32.822819,32.211700,32.504082,32.504082,33642195
2023-08-12,32.503788,32.552181,32.132256,32.280045,32.280045,37299826
2023-08-13,32.281303,32.377693,31.891104,32.015472,32.015472,44422905
2023-08-14,32.014061,32.294449,31.827599,31.960718,31.960718,50397833
2023-08-15,31.960915,31.960915,29.436501,29.829483,29.829483,59677760
2023-08-16,29.829622,29.837868,27.856792,28.405140,28.405140,45905192
2023-08-17,28.407610,28.656715,24.334623,25.847975,25.847975,53361829
2023-08-18,25.853519,26.641645,25.780844,26.479654,26.479654,49196275
2023-08-19,null,null,null,null,null,null
2023-08-20,null,null,null,null,null,null
2023-08-21,27.023598,27.031387,26.234550,26.704763,26.704763,38799924
